"transcript.id"	"transcript.type"	"total.reads"	"aligned.max"	"alignment.mid"	"alignment.min"	"alignment.score"	"adjusted.score"
ENST00000376958.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000556740.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358173.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000309558.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000352903.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000506722.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000301067.9	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000419783.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000359039.4	protein_coding	11	10	1	0	3.895070195938966E-4	3.257447204863757
ENST00000256637.6	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000542629.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000359707.6	protein_coding	35	28	5	2	5.851717709710577E-8	4.893791520630956E-4
ENST00000377902.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000567617.1	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000225729.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000264930.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000393359.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000535318.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000372938.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000266970.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000355665.5	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000359564.2	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000306773.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000361452.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000615966.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000273158.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000389834.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000271764.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368003.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000283109.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000465804.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000505658.3	protein_coding	16	14	1	1	3.5751852040019496E-5	0.29899273861068304
ENST00000404816.4	protein_coding	14	13	1	0	1.81895387572029E-5	0.15211911262648786
ENST00000369442.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000435319.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000612750.2	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000374080.5	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000299608.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000369838.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000521861.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000553888.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000487137.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000409868.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000499247.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000255390.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000248342.6	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000264538.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000453195.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262189.8	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000409735.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358410.5	protein_coding	11	10	1	0	3.895070195938966E-4	3.257447204863757
ENST00000288050.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000309042.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000400299.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000487257.1	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000287295.5	protein_coding	19	18	1	0	1.006658168768147E-7	8.418682265408013E-4
ENST00000285093.12	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000288699.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000435176.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000395218.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000362042.5	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000265304.8	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000340748.6	protein_coding	31	29	1	1	9.33988744651707E-12	7.810947871522226E-8
ENST00000370888.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000369705.3	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000555925.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000370768.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000377069.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000254958.7	protein_coding	18	14	3	1	4.346982278472113E-4	3.6353812794862277
ENST00000400286.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261693.8	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000366862.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000223127.5	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000412036.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000302754.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000278422.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000397615.4	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000272748.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000356577.6	protein_coding	141	130	7	4	2.5083104651524742E-48	2.0977000420070142E-44
ENST00000376442.5	protein_coding	16	15	1	0	2.2998267394164587E-6	0.019233451021739845
ENST00000317089.7	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000252032.9	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000358160.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000342462.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000395529.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000253003.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000592588.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000306858.7	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000229281.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358303.6	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000402931.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000261716.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000405931.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000329734.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000424279.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000295050.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000268124.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000602465.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000367178.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000296585.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000261609.9	protein_coding	10	7	2	1	0.05898491083676269	493.2908093278464
ENST00000406652.3	protein_coding	4	2	2	0	1.0	8363.0
ENST00000321027.5	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000263578.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000409508.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000378852.5	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000367833.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000430627.4	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000435030.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000366577.7	protein_coding	42	40	1	1	9.675651442251328E-17	8.091747301154786E-13
ENST00000400020.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000304363.6	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000313368.7	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000262043.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000272067.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000359947.6	protein_coding	7	5	2	0	0.13580246913580246	1135.716049382716
ENST00000393119.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000006777.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000354848.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000314759.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000215793.10	protein_coding	9	9	0	0	1.5241579027587258E-4	1.2746532540771225
ENST00000262306.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000537332.2	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000339362.7	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000289968.8	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000479870.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000342725.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000450518.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000398073.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000369144.5	protein_coding	109	96	10	3	6.068773781333294E-32	5.075315513329034E-28
ENST00000542113.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000573034.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000438666.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000355295.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000584436.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381249.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000567114.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000394650.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262319.8	protein_coding	15	15	0	0	2.0907515812876897E-7	0.001748495547430895
ENST00000393657.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000316891.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000327492.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000369682.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000393381.2	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000544105.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000402010.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368567.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000260184.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000294353.6	protein_coding	2	1	1	0	1.0	8363.0
ENST00000376588.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000262844.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000337659.8	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000334398.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000423293.1	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000622093.2	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000219150.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000589666.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000619301.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000319551.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000374343.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000193322.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000266025.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000539826.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000371356.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000264380.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000260731.4	protein_coding	23	23	0	0	3.186635545324935E-11	2.664983306555243E-7
ENST00000370205.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381165.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000449850.1	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000309340.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261226.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261991.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000397067.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000524145.3	protein_coding	59	46	10	3	8.149689793574018E-12	6.81558557436595E-8
ENST00000244061.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000298552.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000383729.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000381298.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000259339.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000324765.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000603926.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000391411.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000378937.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000240423.6	protein_coding	28	25	3	0	3.642599816563404E-9	3.046306226591975E-5
ENST00000355857.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000344099.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000354212.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000339997.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000361523.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000622831.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000382172.3	protein_coding	8	6	2	0	0.05898491083676269	493.2908093278464
ENST00000330125.7	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000396859.3	protein_coding	23	22	1	0	1.4977187063027193E-9	1.2525421540809642E-5
ENST00000330258.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000428559.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000544440.4	protein_coding	17	15	1	1	1.345050183961747E-5	0.11248654688472091
ENST00000525428.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000415954.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000398204.6	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000465878.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000375377.1	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000393405.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000395336.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000586834.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000620138.2	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000218348.5	protein_coding	14	13	1	0	1.81895387572029E-5	0.15211911262648786
ENST00000559239.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000268797.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000613602.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000302516.7	protein_coding	92	83	6	3	1.7942323851503947E-29	1.5005165437012751E-25
ENST00000297532.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000513558.1	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000393035.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000282516.10	protein_coding	9	8	1	0	0.002895900015241579	24.218411827465328
ENST00000257848.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000372759.3	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000280527.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000053867.5	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000506915.1	transcribed_processed_pseudogene	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000261884.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000374104.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000341500.7	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000312994.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000569584.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000393262.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381668.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000360409.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000448593.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000264235.10	protein_coding	5	3	1	1	0.6296296296296297	5265.592592592593
ENST00000333137.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000263985.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000354105.6	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000427526.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000424120.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000266517.6	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000542677.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000598441.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000543196.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000331134.8	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000359623.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000309100.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000620676.2	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000454402.4	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000360876.6	protein_coding	13	12	1	0	5.080526342529086E-5	0.4248844180257074
ENST00000409663.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000265753.10	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000373659.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000623063.1	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000259050.6	protein_coding	14	11	3	0	0.0020729801928467445	17.336333352777324
ENST00000416293.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000304661.5	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000622150.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262605.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000229340.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000607204.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000377710.7	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000367607.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000406462.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264669.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000262462.6	protein_coding	2	1	1	0	1.0	8363.0
ENST00000319974.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000302874.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000552912.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000262738.5	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000471115.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000300213.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000305768.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000475937.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000569669.3	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000260361.6	protein_coding	2	1	1	0	1.0	8363.0
ENST00000263388.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000396210.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000399725.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000379406.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000394412.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000265806.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000516999.1	snoRNA	2	1	1	0	1.0	8363.0
ENST00000405192.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000436639.4	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000318560.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000619387.2	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000305188.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000409939.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000266481.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000301019.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000215957.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000425728.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000476287.1	protein_coding	12	10	1	1	0.0016314134588787843	13.643510756603273
ENST00000361309.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000359863.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000252115.7	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000394580.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000563060.4	protein_coding	59	51	5	3	1.3044043559366033E-16	1.0908733628697813E-12
ENST00000362091.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000253063.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000219473.9	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000372600.6	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000409423.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000251074.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000396032.5	protein_coding	6	4	2	0	0.3004115226337449	2512.3415637860085
ENST00000369645.3	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000313833.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000292147.4	protein_coding	1	1	0	0	1.0	8363.0
